UUID,Version,Name (de),Name (en),Kategorie (original),Kategorie (en),Konformität,Laenderkennung,Typ,Referenzjahr,Gueltig bis,URL,Declaration owner,Veroeffentlicht am,Registrierungsnummer,Registrierungsstelle,UUID des Vorgängers,Version des Vorgängers,Bezugsgroesse,Bezugseinheit,Referenzfluss-UUID,Referenzfluss-Name,Schuettdichte (kg/m3),Flaechengewicht (kg/m2),Rohdichte (kg/m3),Schichtdicke (m),Ergiebigkeit (m2),Laengengewicht (kg/m),Umrechungsfaktor auf 1kg,biogener Kohlenstoffgehalt in kg,biogener Kohlenstoffgehalt (Verpackung) in kg,Modul,Szenario,Szenariobeschreibung,GWP,ODP,POCP,AP,EP,ADPE,ADPF,PERE,PERM,PERT,PENRE,PENRM,PENRT,SM,RSF,NRSF,FW,HWD,NHWD,RWD,CRU,MFR,MER,EEE,EET,AP (A2),GWPtotal (A2),GWPbiogenic (A2),GWPfossil (A2),GWPluluc (A2),ETPfw (A2),PM (A2),EPmarine (A2),EPfreshwater (A2),EPterrestrial (A2),HTPc (A2),HTPnc (A2),IRP (A2),SOP (A2),ODP (A2),POCP (A2),ADPF (A2),ADPE (A2),WDP (A2),source_file,"UUID,Version,Name (de),Name (en),Kategorie (original),Kategorie (en),KonformitÃ¤t,Laenderkennung,Typ,Referenzjahr,Gueltig bis,URL,Declaration owner,Veroeffentlicht am,Registrierungsnummer,Registrierungsstelle,UUID des VorgÃ¤ngers,Version des VorgÃ¤ngers,URL des VorgÃ¤ngers,Bezugsgroesse,Bezugseinheit,Referenzfluss-UUID,Referenzfluss-Name,Schuettdichte (kg/m3),Flaechengewicht (kg/m2),Rohdichte (kg/m3),Schichtdicke (m),Ergiebigkeit (m2),Laengengewicht (kg/m),Stueckgewicht (kg),Umrechungsfaktor auf 1kg,biogener Kohlenstoffgehalt in kg,biogener Kohlenstoffgehalt (Verpackung) in kg,Modul,Szenario,Szenariobeschreibung,GWP,ODP,POCP,AP,EP,ADPE,ADPF,PERE,PERM,PERT,PENRE,PENRM,PENRT,SM,RSF,NRSF,FW,HWD,NHWD,RWD,CRU,MFR,MER,EEE,EET,AP (A2),GWPtotal (A2),GWPbiogenic (A2),GWPfossil (A2),GWPluluc (A2),ETPfw (A2),PM (A2),EPmarine (A2),EPfreshwater (A2),EPterrestrial (A2),HTPc (A2),HTPnc (A2),IRP (A2),SOP (A2),ODP (A2),POCP (A2),ADPF (A2),ADPE (A2),WDP (A2),"
fa5119d5-b0b8-4774-9c23-928f6894bd50,20.19.010,Strom für Gebäudebetrieb 2018,Electricity grid mix 2018,'Gebäudetechnik' / 'Nutzung' / 'Nutzung Wärmeerzeuger (EnEV)','Building service engineering' / 'Use' / 'Use heat generator (EnEV)','DIN EN 15804',DE,generic dataset,2017,2021,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/fa5119d5-b0b8-4774-9c23-928f6894bd50?version=20.19.010,thinkstep,,,,,,3.6,MJ,890a70b7-b677-4e2a-8a1b-7d017e0a10ae,Strom,,,,,,,,,,B6,,,0.525499972134526,2.53e-14,5.36107978151e-05,0.0008126403674545,0.0001312913577201,2.574700685e-07,5.25321258588835,4.39632207564821,0.0,4.39632207564821,6.75982981220032,0.0,6.75982981220032,0.0,0.0,0.0,0.0019562869261881,5.2724793e-09,0.0073161078936398,0.0005963807390628,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,OBD_2020_II.csv,
a4fb9ec0-d5ae-414b-a0a1-2cf7f586022d,20.19.010,Betonfertigteil Decke 40cm,"Precast concrete slab, ceiling, 40cm",'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren',"'Mineral building products' / 'Bricks, blocks and elements' / 'Precast concrete elements and goods'",'DIN EN 15804',DE,generic dataset,2017,2021,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/a4fb9ec0-d5ae-414b-a0a1-2cf7f586022d?version=20.19.010,thinkstep,,,,,,1,qm,ac1afa6b-1c8e-4ff5-93a8-207ba34a840c,Betonfertigteil Decke 40cm (m2),,1008.0,,,,,,,,A1-A3,,,169.398754460565,1.5486e-12,0.0149360900519964,0.242544674016915,0.04297887399211,0.0001755072725733,860.737896954738,269.52465918388,0.0,269.52465918388,974.625509825426,0.0,974.625509825426,60.8024736,0.0,0.0,0.386258021646934,1.2606743646e-05,38.3490339615896,0.0450716053300834,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,OBD_2020_II.csv,
3470c523-ffcd-48df-93ff-dedfde86572a,20.19.010,Betonfertigteil Wand 40cm,"Precast concrete slab, wall, 40cm",'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren',"'Mineral building products' / 'Bricks, blocks and elements' / 'Precast concrete elements and goods'",'DIN EN 15804',DE,generic dataset,2017,2021,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/3470c523-ffcd-48df-93ff-dedfde86572a?version=20.19.010,thinkstep,,,,,,1,qm,d55205ca-ac34-4497-bea5-6ce1a04e4926,Betonfertigteil Wand 40cm (m2),,971.0,,,,,,,,A1-A3,,,129.993422654312,8.209e-13,0.0047124568736121,0.182011988222076,0.0346684675674243,0.0001409553596631,604.803053361391,148.030355047717,0.0,148.030355047717,665.314595067005,0.0,665.314595067005,19.88747574,0.0,0.0,0.251134739258271,1.16813598347e-05,38.4387024551949,0.0239484923680704,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,OBD_2020_II.csv,
ffff2074-fae0-4b5c-b801-af80f5ce633a,20.19.120,Kabel CAT 7,Cable CAT 7,'Gebäudetechnik' / 'Elektro' / 'Kabel','Building service engineering' / 'Electrical' / 'Cable','DIN EN 15804',DE,generic dataset,2018,2022,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/ffff2074-fae0-4b5c-b801-af80f5ce633a?version=20.19.120,thinkstep,,,,,,1,m,4b182892-17fb-4d85-b461-1c47f250afe8,Kabel CAT 7,,,,,,0.0589,,,,A1-A3,,,0.299664180513384,8.903e-13,0.0001656892593494,0.0033034005075625,9.9897101425e-05,0.0001548998391404,3.7124339240542,0.809023183435508,0.0,0.809023183435508,3.28590998116368,0.5958324,3.88174238116368,0.0,0.0,0.0,0.002657191916623,2.14114307e-08,0.085209545787258,6.69931930858e-05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,OBD_2020_II.csv,
ffeaa284-6f4a-452d-81c9-de28ab3b1dd7,20.19.120,Strom-Mix-Szenario 2040,Electricity grid mix scenario 2040,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom','Others' / 'Energy carrier - delivery free user' / 'Electricity','DIN EN 15804',DE,generic dataset,2018,2022,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/ffeaa284-6f4a-452d-81c9-de28ab3b1dd7?version=20.19.120,thinkstep,,,,,,3.6,MJ,890a70b7-b677-4e2a-8a1b-7d017e0a10ae,Strom,,,,,,,,,,B6,,,0.413594411766224,4.04e-14,4.64895096178e-05,0.00055586301031,0.0001126332715656,3.527452675e-07,4.49700430866622,6.29979941723671,0.0,6.29979941723671,4.69910823271211,0.0,4.69910823271211,0.0,0.0,0.0,0.0015548815309405,5.1309811e-09,0.0056263527448063,7.90205304348e-05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,OBD_2020_II.csv,
fe0f74c9-6966-404a-807a-684095e09a4a,20.19.120,PKW (Diesel) EURO 4,Car (Diesel) EURO 4,'Sonstige' / 'Personen - Transporte[Personen km]' / 'PKW','Others' / 'Passenger transport [person km]' / 'Passenger car','DIN EN 15804',DE,generic dataset,2018,2022,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/fe0f74c9-6966-404a-807a-684095e09a4a?version=20.19.120,thinkstep,,,,,,1000,m,0e8dfe31-1fc9-4c42-8849-cd2b9852a2c1,Fahrzeugkilometer,,,,,,,,,,A4,,,0.17317559800661,0.0,-0.0001167193787733,0.0005380691827145,0.0001308087661909,1.46790064e-08,2.33823352891375,0.136489892117809,0.0,0.136489892117809,2.34454197013646,0.0,2.34454197013646,0.0,0.0,0.0,0.0001222381523471,8.7613088e-08,0.0004115080885132,2.4683209733e-06,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,OBD_2020_II.csv,
fdcb26f9-1f0c-4766-ad94-c093e5d259e1,20.19.120,Pumpen von 1 m³ Beton,Pumping of concrete,'Sonstige' / 'Baustellenprozesse' / 'Betonieren','Others' / 'Processes at building site' / 'Concreting','DIN EN 15804',DE,generic dataset,2018,2022,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/fdcb26f9-1f0c-4766-ad94-c093e5d259e1?version=20.19.120,thinkstep,,,,,,1,m3,d99fb762-c04b-441e-928f-18b5d2e15558,Transportbeton (m³),,,2365.0,,,,,,,A5,,,1.00019911797978,4.13e-14,9.75731086074e-05,0.0011849720478636,0.0002340438326322,3.871171084e-07,9.9511481386974,7.253827616837,0.0,7.253827616837,12.6121622422499,0.0,12.6121622422499,0.0,0.0,0.0,0.0039270290845405,8.48177e-09,0.0097067491039272,0.0010542305330207,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,OBD_2020_II.csv,
fcf6494c-aad2-4180-b1a2-392cc954ae52,20.19.120,Fassadenfarbe Dispersionsfarbe,"Applicationpaint emulsion, dispersion paint",'Beschichtungen' / 'Fassadenfarben' / 'Dispersion','Coverings' / 'Facade paint' / 'Dispersion','DIN EN 15804',DE,generic dataset,2018,2022,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/fcf6494c-aad2-4180-b1a2-392cc954ae52?version=20.19.120,thinkstep,,,,,,1,kg,0c0cde6e-382f-4ef2-a6df-9cefb90e1b65,Farbe (Dispersionsfarbe),,,,,,,,,,A1-A3,,,2.10646396047857,2.98e-14,0.0008084114784691,0.0084519495909782,0.0006658669052059,1.13645959376e-05,40.9491044179946,5.62665766987056,0.0,5.62665766987056,42.9225252524941,0.0,42.9225252524941,0.0,0.0,0.0,0.0097264172754134,3.28371329e-08,0.781115299420383,0.0007815690122433,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,OBD_2020_II.csv,
fbfe5992-4cd4-4875-867d-5e89cb453e2c,20.19.120,Rohre für Strom-Wärmepumpe (Wasser-Wasser) 70 kW,Pipework for electric heat pump (water-water) 70 kW,'Gebäudetechnik' / 'Heizung' / 'Wärmeerzeuger','Building service engineering' / 'Heating' / 'Heat generator','DIN EN 15804',DE,generic dataset,2018,2022,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/fbfe5992-4cd4-4875-867d-5e89cb453e2c?version=20.19.120,thinkstep,,,,,,1,pcs.,301781e5-15ef-4fe8-8821-14f10b7d7816,Rohre für Strom-Wärmepumpe (Wasser-Wasser) 70 kW,,,,,,,,,,A1-A3,,,417.965654591972,5.0446e-12,0.122345910092671,1.03303022620151,0.0863537429651472,0.0206765304380091,10602.4407629369,968.603307651309,0.0,968.603307651309,5400.12898998435,5544.0,10944.1289899844,9.16498372310166,0.0,0.0,1.6278664559657,6.0267365401e-06,14.1970435892582,0.135230336206064,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,OBD_2020_II.csv,
fbd76e49-0fb1-47e0-abba-903ce1272684,20.19.120,Gipsstein (CaSO4-Dihydrat),Gypsum stone (CaSO4-Dihydrate),'Mineralische Baustoffe' / 'Bindemittel' / 'Gips','Mineral building products' / 'Binder' / 'Gypsum','DIN EN 15804',DE,generic dataset,2018,2022,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/fbd76e49-0fb1-47e0-abba-903ce1272684?version=20.19.120,thinkstep,,,,,,1,kg,e455cbad-2344-4dd1-9a7f-87162af2a4d9,Gips (Dihydrat),,,,,,,,,,A1-A3,,,0.0023058759067729,0.0,1.1603689039e-06,1.15454488491e-05,2.8788656089e-06,5.24671e-10,0.0284888063649324,0.0089331660549711,0.0,0.0089331660549711,0.0310605352660534,0.0,0.0310605352660534,0.0,0.0,0.0,5.1631812359e-06,6.004185e-10,1.27221873421e-05,1.0186765364e-06,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,OBD_2020_II.csv,
